#,Intensity,KB0_x,KB0_y,KB0_theta,KB0_led
0,0.0,nan,nan,nan,0
1,0.0,nan,nan,nan,0
2,0.0,nan,nan,nan,0
3,0.0,nan,nan,nan,0
4,0.0,nan,nan,nan,0
5,0.0,nan,nan,nan,0
6,0.0,nan,nan,nan,0
7,0.0,nan,nan,nan,0
8,0.0,nan,nan,nan,0
9,0.0,nan,nan,nan,0
10,0.0,nan,nan,nan,0
11,0.0,nan,nan,nan,0
12,0.0,nan,nan,nan,0
13,0.0,nan,nan,nan,0
14,0.0,nan,nan,nan,0
15,0.0,nan,nan,nan,0
16,0.0,nan,nan,nan,0
17,0.0,nan,nan,nan,0
18,0.0,nan,nan,nan,0
19,0.0,nan,nan,nan,0
20,0.0,nan,nan,nan,0
21,0.0,nan,nan,nan,0
22,0.0,nan,nan,nan,0
23,0.0,nan,nan,nan,0
24,0.0,nan,nan,nan,0
25,0.0,nan,nan,nan,0
26,0.0,nan,nan,nan,0
27,0.0,nan,nan,nan,0
28,0.000352783203125,nan,nan,nan,0
29,0.0,nan,nan,nan,0
30,0.000435791015625,nan,nan,nan,0
31,0.000809326171875,nan,nan,nan,0
32,0.0,nan,nan,nan,0
33,0.0,nan,nan,nan,0
34,0.0,nan,nan,nan,0
35,0.00327880859375,nan,nan,nan,0
36,0.0,nan,nan,nan,0
37,0.0,nan,nan,nan,0
38,0.0,nan,nan,nan,0
39,0.0,nan,nan,nan,0
40,0.001182861328125,nan,nan,nan,0
41,0.0,nan,nan,nan,0
42,0.0,nan,nan,nan,0
43,0.000186767578125,nan,nan,nan,0
44,0.0,nan,nan,nan,0
45,0.002843017578125,nan,nan,nan,0
46,0.001348876953125,nan,nan,nan,0
47,0.0,nan,nan,nan,0
48,0.0,nan,nan,nan,0
49,0.00232421875,nan,nan,nan,0
50,0.0,nan,nan,nan,0
51,0.0,nan,nan,nan,0
52,0.0,nan,nan,nan,0
53,0.0,nan,nan,nan,0
54,0.00269775390625,nan,nan,nan,0
55,0.0,nan,nan,nan,0
56,0.0,nan,nan,nan,0
57,0.0,nan,nan,nan,0
58,0.0,nan,nan,nan,0
59,0.0,nan,nan,nan,0
60,0.0,nan,nan,nan,0
61,0.0,nan,nan,nan,0
62,0.0,nan,nan,nan,0
63,0.00228271484375,nan,nan,nan,0
64,0.0,nan,nan,nan,0
65,0.002220458984375,nan,nan,nan,0
66,0.104735107421875,nan,nan,nan,0
67,0.8411181640625,nan,nan,nan,0
68,1.352301025390625,nan,nan,nan,0
69,1.72955078125,nan,nan,nan,0
70,1.825279541015625,nan,nan,nan,0
71,1.877740478515625,nan,nan,nan,0
72,1.855701904296875,nan,nan,nan,0
73,1.848148193359375,nan,nan,nan,0
74,1.853626708984375,nan,nan,nan,0
75,1.84098876953125,nan,nan,nan,0
76,1.8300732421875,nan,nan,nan,0
77,1.7892333984375,nan,nan,nan,0
78,1.760491943359375,nan,nan,nan,0
79,1.7503857421875,nan,nan,nan,0
80,1.78014404296875,nan,nan,nan,0
81,1.81799560546875,nan,nan,nan,0
